1,0.307751,-0.031306
2,0.206121,0.205696
3,0.172245,0.205696
4,0.155307,0.205696
5,0.145144,0.205696
6,0.138368,0.205696
7,0.133529,0.205696
8,0.129899,0.205696
9,0.127076,0.205696
10,0.120292,0.16219
11,0.110888,-0.0202437
12,0.106045,0.0460022
13,0.101948,0.0460022
14,0.0984353,0.0460022
15,0.0953913,0.0460022
16,0.0950302,-0.101082
17,0.0947115,-0.101082
18,0.0918301,-0.162835
19,0.089252,-0.162835
20,0.0881357,0.192119
21,0.0871258,0.192119
22,0.0873392,-0.0922109
23,0.087534,-0.0922109
24,0.0877126,-0.0922109
25,0.0975766,-0.120422
26,0.102453,0.0153949
27,0.104106,0.235394
28,0.10564,0.235394
29,0.107247,-0.18468
30,0.108747,-0.18468
31,0.11015,-0.18468
32,0.111465,-0.18468
33,0.111332,-0.216065
34,0.113466,-0.387144
35,0.115477,-0.387144
36,0.125173,-0.517272
37,0.140807,-0.622909
38,0.155618,-0.622909
39,0.16967,-0.622909
40,0.18302,-0.622909
41,0.195718,-0.622909
42,0.207811,-0.622909
43,0.216415,-0.586492
44,0.224628,-0.586492
45,0.234115,-0.629857
46,0.239857,-0.629092
47,0.245354,-0.629092
48,0.250623,-0.629092
49,0.256612,-0.680059
50,0.262362,-0.680059
51,0.266755,-0.590065
52,0.266337,-0.455715
53,0.265935,-0.455715
54,0.269592,-0.552024
55,0.269248,-0.391934
56,0.266956,-0.259742
57,0.264746,-0.259742
58,0.263258,-0.269587
59,0.266981,-0.394067
60,0.269031,-0.196351
61,0.269233,-0.247545
62,0.26882,-0.175658
63,0.271683,-0.388714
64,0.274457,-0.388714
65,0.275453,-0.262702
66,0.27729,-0.102598
67,0.279052,0.099076
68,0.280763,0.099076
69,0.282424,0.099076
70,0.282798,0.03464
71,0.282275,0.0972358
72,0.281766,0.0972358
73,0.280865,0.206449
74,0.27892,-0.144514
75,0.277028,-0.144514
76,0.276361,-0.278028
77,0.275711,-0.278028
